6_2s1/2,0,,,
6_2p1/2,27061.82,,369.5242966,
6_3d3/2,28757.98,,347.7295693,
6_2p3/2,30392.23,,329.0314663,
6_3d1/2,33653.86,,297.1427349,
6_1d3/2,34575.37,,289.2232245,
6_3d5/2,26759.02,,373.7057635,
5_2f5/2,70502.07474,,141.8397974,210.34
6_2f5/2,31568.08,,316.7756797,
7_2p1/2,63706.44072,,156.97,156.97
7_2p3/2,65595.27714,,152.45,152.45
7_2f5/2,85896.62282,,116.4190124,158.89
8_2f5/2,89176.39518,,112.137298,151.02
5_2d3/2,22960,,435.5400697,
